id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_log,sale_year,house_age,was_renovated,yrs_since_update,dist_to_center_km,neighbor_avg_price,neighbor_price_std
9297300055,2015-01-24,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,13.384729180332174,2015,36,0,36,392.3755422337611,582904.5454545454,106102.16881512238
1875500060,2014-07-31,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,12.886643575525625,2014,20,0,20,,433611.1111111111,91887.76366367348
6865200140,2014-05-29,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,13.091906231773164,2014,98,0,98,,581156.25,98200.86353089918
16000397,2014-12-05,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,12.149507585033072,2014,93,0,93,827.7963649114964,235381.81818181818,17566.264155011344
7983200060,2015-04-24,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,12.345838935721968,2015,46,0,46,858.9542422755396,225224.23076923078,43449.81261208892
6300500875,2014-05-14,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,12.861001210669146,2014,67,0,67,,362200.0,79061.27686800915
7137970340,2014-07-03,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,12.560247968016562,2014,19,0,19,762.744909144791,312544.7,28098.03773714061
8091400200,2014-05-16,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,12.43996225063003,2014,29,0,29,708.6375266858392,309562.5,69658.06152710743
3814700200,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,12.703816069256568,2014,29,0,29,671.9680932418868,297125.0,43881.13001540151
1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,12.358798024384122,2014,73,0,73,840.9993104404945,189675.0,61260.37327125369
1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,13.75043962845585,2014,99,0,99,,803900.0,109933.39542000614
3303700376,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,13.410546824147012,2014,105,0,105,,745805.5555555555,188505.62731063965
5101402488,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,12.989976472461,2014,66,0,66,,426040.0,168379.21618906665
1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,13.4856180275228,2015,10,0,10,,796814.0,62615.014080998466
8562750320,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,13.271646802771484,2014,11,0,11,,745090.9090909091,159902.1291574659
2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,12.54254845357358,2014,9,0,9,,387650.0,107722.11936273813
461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,13.44081856306726,2014,85,0,85,,560015.5,102509.12305462657
7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,13.190023895035274,2014,85,0,85,,537327.7777777778,46119.72944895107
7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,12.683861515988353,2014,33,0,33,529.0914728819156,305045.45454545453,63049.22067141454
9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,13.453106376097134,2014,84,1,12,,622821.4285714285,102126.16765980754
9435300030,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,13.21767537538882,2014,81,0,81,,487683.8,106294.24172738616
2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,13.369225017834632,2014,110,0,110,,556800.0,88915.07496232321
7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,12.388398368982116,2015,46,0,46,840.9534820925921,241427.55555555556,45560.5062941335
2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,13.312985389904174,2014,18,0,18,139.41162083873698,639943.75,97971.47014565005
5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,13.34550852871726,2014,14,0,14,,675812.5,153401.41960136578
7766200013,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,13.560619598657231,2014,30,0,30,690.2963789916148,514215.625,136754.81510032836
7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,13.667000108756058,2014,0,0,0,,771298.2307692308,266274.762655718
9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,13.437175577097312,2014,92,0,92,,790125.0,141086.2831238894
1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,12.6410997921206,2014,55,0,55,493.9848686719582,249305.38461538462,51744.73284232007
8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,13.098072734013511,2014,11,0,11,,477300.0,194171.75386754892
8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,12.25719817584612,2015,49,0,49,949.2276232151846,231253.2142857143,38673.8098423181
4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,13.573440270649083,2014,33,0,33,,751969.3846153846,200895.81566429668
9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,13.017005083966255,2015,62,0,62,,554409.0909090909,192041.50829727127
5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,12.337105293891872,2014,59,0,59,706.1537620681875,242498.75,63210.47617455738
7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,12.75130259456002,2015,49,0,49,367.3547519755256,272080.7,112480.9965006929
7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,13.304686600863562,2014,64,0,64,,710550.0,200398.44061269538
3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,13.279368835614244,2015,34,0,34,,514552.7272727273,152806.92476723096
4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,13.732130035981154,2015,88,0,88,,904842.625,107549.14487663966
9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,13.69334405393293,2014,19,0,19,,710722.2222222222,160942.75207179863
9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,12.586223364451625,2014,6,0,6,630.7935139328754,292420.45454545453,37808.065968424344
2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,12.614868865984633,2015,12,0,12,638.9599280014927,337763.63636363635,89930.66521189836
7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,13.765270393051685,2014,46,0,46,,643520.8333333334,172665.0876148986
8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,12.971542813248435,2015,24,0,24,218.8970074547604,613664.25,255905.76818683758
1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,13.384729180332174,2014,55,0,55,706.061166147782,478950.0,189082.4225040498
9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,12.574185427296197,2014,60,0,60,696.2930147056956,317850.0,146871.83566331264
5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,13.132315688453556,2014,41,0,41,692.0059273091149,538813.6363636364,110022.96144648419
9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,13.215855541983634,2014,0,0,0,,543711.1111111111,157472.8186421743
1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,12.959846800844964,2014,35,0,35,,531450.0,97130.05313610315
3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,12.668629868984294,2014,89,0,89,230.323402979632,432100.0,119538.05530736505
3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,13.790193775620484,2014,25,0,25,,831125.0,221669.27585288597
3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,12.567240979056246,2014,9,0,9,815.005341743172,305372.22222222225,63886.14438549602
1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,12.225880174775122,2014,46,0,46,636.0927755441969,250715.0,72538.2889315092
1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,13.854732232655556,2014,41,0,41,,886000.0,63014.73750526255
1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,12.691583538230216,2015,43,0,43,,382061.1111111111,135621.3611903048
8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,13.2551462399501,2014,98,0,98,,407677.77777777775,29144.11509111993
5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,12.793862088206213,2014,9,0,9,558.9163356378189,343118.1818181818,37249.57229772761
3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,12.762830066509972,2015,50,0,50,622.7396691293183,357508.125,78358.15455501653
3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,13.632189702037216,2014,28,0,28,,712806.25,100796.29541626446
4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,12.847929163278051,2014,58,0,58,,445800.0,77556.0995114412
2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,13.081543466215235,2015,74,0,74,447.88156013543335,494839.44444444444,130313.43753726159
6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,12.923914877701906,2014,58,0,58,,343073.07692307694,88046.0263521884
1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,13.487007879880162,2015,13,0,13,592.7364388435052,462225.0,137618.7229873416
5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,12.873904582205109,2014,11,0,11,550.6965335125927,358300.0,42840.45984813888
7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,12.793862088206213,2014,22,0,22,582.4972327611429,338518.75,66082.40492802474
9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,12.779875885354992,2014,66,0,66,337.1142558738375,309868.75,66754.73732520519
1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,12.782688818818986,2015,51,0,51,343.6622059808274,533961.1111111111,224073.00118736108
1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,12.660331092405906,2014,62,0,62,,368475.0,68787.16020516408
4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,13.753636218075409,2014,89,0,89,,784073.0769230769,190592.8979694948
2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,12.628070334272698,2014,53,0,53,842.0534435322699,219032.5,40556.23192219998
3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,13.04115549117383,2014,8,0,8,254.19567325170604,448812.5,142439.44515377152
1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,12.278397958261774,2014,35,0,35,267.86555165050453,425687.5,156650.87148086439
3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,12.721888795877376,2014,8,0,8,510.13535785731904,466820.8333333333,162952.50905810972
2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,12.40287632827253,2014,26,0,26,974.8958032812654,239043.75,33115.90508566627
5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,13.910712550098342,2015,14,0,14,,740006.25,182714.297738886
4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,11.938199736300923,2015,53,0,53,911.7178745880128,223993.75,21565.190825892147
6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,12.971542813248435,2014,75,0,75,,558272.7272727273,142491.64249814156
6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,13.45883704259595,2014,75,0,75,,541909.0909090909,134711.3243535632
1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,13.715691327653827,2014,68,1,23,,693668.75,141946.81835487342
3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,12.41916990138676,2015,48,0,48,796.2206833606306,282990.875,53269.92807911018
1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,12.201065128819632,2014,39,0,39,958.473652600062,234777.77777777778,47057.8839775488
722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,12.657151449598697,2014,34,0,34,264.09355063290127,471450.0,153749.59349539757
7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,12.98883427049148,2014,22,0,22,,524391.6666666666,134510.57720041156
1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,13.653968797939685,2014,104,0,104,,832562.5,198021.54238870073
5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,13.22672519452875,2014,85,0,85,,600181.25,131067.04374234258
7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,13.458765611575428,2014,31,0,31,,630993.75,58522.40375336123
2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,13.89985262551525,2014,64,1,4,,861944.4444444445,201892.98595488098
6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,12.577639650232571,2014,60,0,60,535.5616657157934,258015.88888888888,96082.98573166381
1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,12.83468397161566,2015,37,0,37,452.7652592036823,346600.0,38198.02841770763
546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,13.03898394237596,2014,75,0,75,,555107.6923076923,166965.59257093692
3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,12.14685859089592,2014,29,0,29,790.5899902269831,269460.0,103075.41952915404
1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,13.429849547739444,2015,24,0,24,,730000.0,240163.6346922061
3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,13.060490101343552,2014,72,0,72,,615190.0,97266.55757361942
9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,13.300929558259364,2014,30,0,30,,655745.0,83257.76723859196
3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,13.25339339419516,2015,110,0,110,,578000.0,152359.60750802688
2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,12.515397562803471,2014,34,0,34,548.9815588601596,273728.1,71155.02337611558
6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,12.706699437569211,2014,43,0,43,344.6836015732074,344375.0,66881.42492501187
8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,13.081543466215235,2014,13,0,13,845.2311738310744,436388.8888888889,67824.11894828499
3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,13.51508226312797,2014,114,1,15,,461105.55555555556,149985.62523714657
3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,13.158697235290168,2014,4,0,4,,595807.6923076923,143079.74735288045
4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,12.232841150744216,2014,69,0,69,435.78923065800495,273491.25,55454.347101917985
3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,12.05409210923712,2015,65,0,65,522.9209510558834,249770.45454545456,62302.70541696185
1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,13.190023895035274,2015,90,0,90,72.87830192540135,581375.25,180978.16028598588
7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,13.399996629152977,2015,51,0,51,,698942.3076923077,157660.04282177557
6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,12.87774334868815,2014,27,0,27,,393444.44444444444,56872.90899697129
3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,12.886643575525625,2015,62,0,62,,397643.75,93053.53082078233
3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,13.005831808336865,2014,90,0,90,361.9067293612489,309163.125,95620.74427271447
3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,13.554147092530322,2014,24,0,24,,667860.0,109017.87009476933
4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,13.005831808336865,2014,47,0,47,401.8835556341755,540775.0,209865.14089078995
8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,12.468440756144114,2014,36,0,36,952.7913546507536,291417.375,49646.41118647378
2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,13.620104977426395,2014,88,0,88,,675500.0,168309.61053962426
7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,12.971542813248435,2015,11,0,11,,424833.3333333333,55959.13010782281
3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,12.264346270624156,2015,29,0,29,838.4284491279121,252954.9090909091,76464.20349477859
9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,13.400753916947911,2015,29,0,29,,602487.5,93293.68127536339
1243100136,2014-06-12,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,13.572165574841936,2014,25,0,25,,713562.5,166791.88004816062
8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,13.024192509731431,2014,0,0,0,,431866.55555555556,70392.67240116528
2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,13.42246945133505,2015,10,0,10,,579118.75,68535.38156883432
